,,,"75 to 79 years","..","36245.2.4.14","95"
,,,"80 to 84 years","..","36245.2.4.15","35"
,,,"85 years and over","..","36245.2.4.16","20"
,,"Living common law - Never married","Total - Age","..","36245.2.5.1","2,805"
,,,"15 to 19 years","..","36245.2.5.2","20"
,,,"20 to 24 years","..","36245.2.5.3","255"
,,,"25 to 29 years","..","36245.2.5.4","550"
,,,"30 to 34 years","..","36245.2.5.5","495"
,,,"35 to 39 years","..","36245.2.5.6","420"
,,,"40 to 44 years","..","36245.2.5.7","270"
,,,"45 to 49 years","..","36245.2.5.8","195"
,,,"50 to 54 years","..","36245.2.5.9","165"
,,,"55 to 59 years","..","36245.2.5.10","175"
,,,"60 to 64 years","..","36245.2.5.11","115"
,,,"65 to 69 years","..","36245.2.5.12","85"
,,,"70 to 74 years","..","36245.2.5.13","30"
,,,"75 to 79 years","..","36245.2.5.14","10"
,,,"80 to 84 years","..","36245.2.5.15","10"
,,,"85 years and over","..","36245.2.5.16","5"
,,"Living common law - Separated","Total - Age","..","36245.2.6.1","350"
,,,"15 to 19 years","..","36245.2.6.2","0"
,,,"20 to 24 years","..","36245.2.6.3","0"
,,,"25 to 29 years","..","36245.2.6.4","5"
,,,"30 to 34 years","..","36245.2.6.5","20"
,,,"35 to 39 years","..","36245.2.6.6","25"
,,,"40 to 44 years","..","36245.2.6.7","55"
,,,"45 to 49 years","..","36245.2.6.8","60"
,,,"50 to 54 years","..","36245.2.6.9","55"
,,,"55 to 59 years","..","36245.2.6.10","50"
,,,"60 to 64 years","..","36245.2.6.11","35"
,,,"65 to 69 years","..","36245.2.6.12","25"
,,,"70 to 74 years","..","36245.2.6.13","20"
,,,"75 to 79 years","..","36245.2.6.14","5"
,,,"80 to 84 years","..","36245.2.6.15","0"
,,,"85 years and over","..","36245.2.6.16","0"
,,"Living common law - Divorced","Total - Age","..","36245.2.7.1","1,135"
,,,"15 to 19 years","..","36245.2.7.2","0"
,,,"20 to 24 years","..","36245.2.7.3","0"
,,,"25 to 29 years","..","36245.2.7.4","5"
,,,"30 to 34 years","..","36245.2.7.5","20"
,,,"35 to 39 years","..","36245.2.7.6","45"
,,,"40 to 44 years","..","36245.2.7.7","95"
,,,"45 to 49 years","..","36245.2.7.8","115"
,,,"50 to 54 years","..","36245.2.7.9","160"
,,,"55 to 59 years","..","36245.2.7.10","190"
,,,"60 to 64 years","..","36245.2.7.11","185"
,,,"65 to 69 years","..","36245.2.7.12","140"
,,,"70 to 74 years","..","36245.2.7.13","105"
,,,"75 to 79 years","..","36245.2.7.14","55"
,,,"80 to 84 years","..","36245.2.7.15","20"
,,,"85 years and over","..","36245.2.7.16","5"
,,"Living common law - Widowed","Total - Age","..","36245.2.8.1","125"
,,,"15 to 19 years","..","36245.2.8.2","0"
,,,"20 to 24 years","..","36245.2.8.3","0"
,,,"25 to 29 years","..","36245.2.8.4","0"
,,,"30 to 34 years","..","36245.2.8.5","0"
,,,"35 to 39 years","..","36245.2.8.6","0"
,,,"40 to 44 years","..","36245.2.8.7","0"
,,,"45 to 49 years","..","36245.2.8.8","5"
,,,"50 to 54 years","..","36245.2.8.9","5"
,,,"55 to 59 years","..","36245.2.8.10","10"
,,,"60 to 64 years","..","36245.2.8.11","15"
,,,"65 to 69 years","..","36245.2.8.12","25"
,,,"70 to 74 years","..","36245.2.8.13","20"
,,,"75 to 79 years","..","36245.2.8.14","20"
,,,"80 to 84 years","..","36245.2.8.15","10"
,,,"85 years and over","..","36245.2.8.16","10"
,,"Not married and not living common-law","Total - Age","..","36245.2.9.1","17,370"
,,,"15 to 19 years","..","36245.2.9.2","3,000"
,,,"20 to 24 years","..","36245.2.9.3","2,435"
,,,"25 to 29 years","..","36245.2.9.4","1,665"
,,,"30 to 34 years","..","36245.2.9.5","1,155"
,,,"35 to 39 years","..","36245.2.9.6","900"
,,,"40 to 44 years","..","36245.2.9.7","900"
,,,"45 to 49 years","..","36245.2.9.8","855"
,,,"50 to 54 years","..","36245.2.9.9","990"
,,,"55 to 59 years","..","36245.2.9.10","1,220"
,,,"60 to 64 years","..","36245.2.9.11","1,195"
,,,"65 to 69 years","..","36245.2.9.12","975"
,,,"70 to 74 years","..","36245.2.9.13","730"
,,,"75 to 79 years","..","36245.2.9.14","505"
,,,"80 to 84 years","..","36245.2.9.15","345"
,,,"85 years and over","..","36245.2.9.16","500"
,,"Not married and not living common law - Never married","Total - Age","..","36245.2.10.1","12,015"
,,,"15 to 19 years","..","36245.2.10.2","3,000"
,,,"20 to 24 years","..","36245.2.10.3","2,425"
,,,"25 to 29 years","..","36245.2.10.4","1,640"
,,,"30 to 34 years","..","36245.2.10.5","1,075"
,,,"35 to 39 years","..","36245.2.10.6","730"
,,,"40 to 44 years","..","36245.2.10.7","605"
,,,"45 to 49 years","..","36245.2.10.8","480"
,,,"50 to 54 years","..","36245.2.10.9","520"
,,,"55 to 59 years","..","36245.2.10.10","495"
,,,"60 to 64 years","..","36245.2.10.11","390"
,,,"65 to 69 years","..","36245.2.10.12","270"
,,,"70 to 74 years","..","36245.2.10.13","160"
,,,"75 to 79 years","..","36245.2.10.14","90"
,,,"80 to 84 years","..","36245.2.10.15","50"
,,,"85 years and over","..","36245.2.10.16","85"
,,"Not married and not living common law - Separated","Total - Age","..","36245.2.11.1","1,265"
,,,"15 to 19 years","..","36245.2.11.2","0"
,,,"20 to 24 years","..","36245.2.11.3","5"
,,,"25 to 29 years","..","36245.2.11.4","15"
,,,"30 to 34 years","..","36245.2.11.5","55"
,,,"35 to 39 years","..","36245.2.11.6","85"
,,,"40 to 44 years","..","36245.2.11.7","140"
,,,"45 to 49 years","..","36245.2.11.8","175"
,,,"50 to 54 years","..","36245.2.11.9","165"
,,,"55 to 59 years","..","36245.2.11.10","210"
,,,"60 to 64 years","..","36245.2.11.11","155"
,,,"65 to 69 years","..","36245.2.11.12","105"
,,,"70 to 74 years","..","36245.2.11.13","75"
,,,"75 to 79 years","..","36245.2.11.14","50"
,,,"80 to 84 years","..","36245.2.11.15","20"
,,,"85 years and over","..","36245.2.11.16","10"
,,"Not married and not living common law - Divorced","Total - Age","..","36245.2.12.1","2,630"
,,,"15 to 19 years","..","36245.2.12.2","0"
,,,"20 to 24 years","..","36245.2.12.3","0"
,,,"25 to 29 years","..","36245.2.12.4","10"
,,,"30 to 34 years","..","36245.2.12.5","20"
,,,"35 to 39 years","..","36245.2.12.6","80"
,,,"40 to 44 years","..","36245.2.12.7","145"
,,,"45 to 49 years","..","36245.2.12.8","185"
,,,"50 to 54 years","..","36245.2.12.9","280"
,,,"55 to 59 years","..","36245.2.12.10","445"
,,,"60 to 64 years","..","36245.2.12.11","530"
,,,"65 to 69 years","..","36245.2.12.12","420"
,,,"70 to 74 years","..","36245.2.12.13","275"
,,,"75 to 79 years","..","36245.2.12.14","130"
,,,"80 to 84 years","..","36245.2.12.15","70"
,,,"85 years and over","..","36245.2.12.16","45"
,,"Not married and not living common law - Widowed","Total - Age","..","36245.2.13.1","1,460"
,,,"15 to 19 years","..","36245.2.13.2","0"
,,,"20 to 24 years","..","36245.2.13.3","5"
,,,"25 to 29 years","..","36245.2.13.4","0"
,,,"30 to 34 years","..","36245.2.13.5","0"
,,,"35 to 39 years","..","36245.2.13.6","0"
,,,"40 to 44 years","..","36245.2.13.7","10"
,,,"45 to 49 years","..","36245.2.13.8","20"
,,,"50 to 54 years","..","36245.2.13.9","30"
,,,"55 to 59 years","..","36245.2.13.10","65"
,,,"60 to 64 years","..","36245.2.13.11","120"
,,,"65 to 69 years","..","36245.2.13.12","185"
,,,"70 to 74 years","..","36245.2.13.13","220"
,,,"75 to 79 years","..","36245.2.13.14","240"
,,,"80 to 84 years","..","36245.2.13.15","210"
,,,"85 years and over","..","36245.2.13.16","360"
,"Women+ 5","Total - Marital status","Total - Age","..","36245.3.1.1","44,895"
,,,"15 to 19 years","..","36245.3.1.2","2,790"
,,,"20 to 24 years","..","36245.3.1.3","2,705"
,,,"25 to 29 years","..","36245.3.1.4","2,700"
,,,"30 to 34 years","..","36245.3.1.5","2,795"
,,,"35 to 39 years","..","36245.3.1.6","3,070"
,,,"40 to 44 years","..","36245.3.1.7","2,775"
,,,"45 to 49 years","..","36245.3.1.8","2,970"
,,,"50 to 54 years","..","36245.3.1.9","3,245"
,,,"55 to 59 years","..","36245.3.1.10","4,200"
,,,"60 to 64 years","..","36245.3.1.11","4,475"
,,,"65 to 69 years","..","36245.3.1.12","3,925"
,,,"70 to 74 years","..","36245.3.1.13","3,375"
,,,"75 to 79 years","..","36245.3.1.14","2,360"
,,,"80 to 84 years","..","36245.3.1.15","1,650"
,,,"85 years and over","..","36245.3.1.16","1,860"
,,"Married or living common-law","Total - Age","..","36245.3.2.1","25,330"
,,,"15 to 19 years","..","36245.3.2.2","55"
,,,"20 to 24 years","..","36245.3.2.3","610"
,,,"25 to 29 years","..","36245.3.2.4","1,460"
,,,"30 to 34 years","..","36245.3.2.5","1,825"
,,,"35 to 39 years","..","36245.3.2.6","2,115"
,,,"40 to 44 years","..","36245.3.2.7","1,940"
,,,"45 to 49 years","..","36245.3.2.8","2,060"
,,,"50 to 54 years","..","36245.3.2.9","2,230"
,,,"55 to 59 years","..","36245.3.2.10","2,910"
,,,"60 to 64 years","..","36245.3.2.11","3,180"
,,,"65 to 69 years","..","36245.3.2.12","2,605"
,,,"70 to 74 years","..","36245.3.2.13","2,095"
,,,"75 to 79 years","..","36245.3.2.14","1,275"
,,,"80 to 84 years","..","36245.3.2.15","670"
,,,"85 years and over","..","36245.3.2.16","300"
,,"Married","Total - Age","..","36245.3.3.1","20,920"
,,,"15 to 19 years","..","36245.3.3.2","10"
,,,"20 to 24 years","..","36245.3.3.3","215"
,,,"25 to 29 years","..","36245.3.3.4","790"
,,,"30 to 34 years","..","36245.3.3.5","1,305"
,,,"35 to 39 years","..","36245.3.3.6","1,625"
,,,"40 to 44 years","..","36245.3.3.7","1,570"
,,,"45 to 49 years","..","36245.3.3.8","1,695"
,,,"50 to 54 years","..","36245.3.3.9","1,860"
,,,"55 to 59 years","..","36245.3.3.10","2,500"
,,,"60 to 64 years","..","36245.3.3.11","2,830"
,,,"65 to 69 years","..","36245.3.3.12","2,400"
,,,"70 to 74 years","..","36245.3.3.13","1,970"
,,,"75 to 79 years","..","36245.3.3.14","1,215"
,,,"80 to 84 years","..","36245.3.3.15","650"
,,,"85 years and over","..","36245.3.3.16","295"
,,"Living common-law","Total - Age","..","36245.3.4.1","4,405"
,,,"15 to 19 years","..","36245.3.4.2","45"
,,,"20 to 24 years","..","36245.3.4.3","390"
,,,"25 to 29 years","..","36245.3.4.4","670"
,,,"30 to 34 years","..","36245.3.4.5","520"
,,,"35 to 39 years","..","36245.3.4.6","485"
,,,"40 to 44 years","..","36245.3.4.7","375"
,,,"45 to 49 years","..","36245.3.4.8","365"
,,,"50 to 54 years","..","36245.3.4.9","370"
,,,"55 to 59 years","..","36245.3.4.10","410"
,,,"60 to 64 years","..","36245.3.4.11","350"
,,,"65 to 69 years","..","36245.3.4.12","205"
,,,"70 to 74 years","..","36245.3.4.13","130"
,,,"75 to 79 years","..","36245.3.4.14","65"
,,,"80 to 84 years","..","36245.3.4.15","20"
,,,"85 years and over","..","36245.3.4.16","10"
,,"Living common law - Never married","Total - Age","..","36245.3.5.1","2,755"
,,,"15 to 19 years","..","36245.3.5.2","45"
,,,"20 to 24 years","..","36245.3.5.3","390"
,,,"25 to 29 years","..","36245.3.5.4","655"
,,,"30 to 34 years","..","36245.3.5.5","475"
,,,"35 to 39 years","..","36245.3.5.6","370"
,,,"40 to 44 years","..","36245.3.5.7","225"
,,,"45 to 49 years","..","36245.3.5.8","170"
,,,"50 to 54 years","..","36245.3.5.9","125"
,,,"55 to 59 years","..","36245.3.5.10","130"
,,,"60 to 64 years","..","36245.3.5.11","100"
,,,"65 to 69 years","..","36245.3.5.12","45"
,,,"70 to 74 years","..","36245.3.5.13","10"
,,,"75 to 79 years","..","36245.3.5.14","10"
,,,"80 to 84 years","..","36245.3.5.15","5"
,,,"85 years and over","..","36245.3.5.16","0"
,,"Living common law - Separated","Total - Age","..","36245.3.6.1","340"
,,,"15 to 19 years","..","36245.3.6.2","0"
,,,"20 to 24 years","..","36245.3.6.3","0"
,,,"25 to 29 years","..","36245.3.6.4","5"
,,,"30 to 34 years","..","36245.3.6.5","15"
,,,"35 to 39 years","..","36245.3.6.6","45"
,,,"40 to 44 years","..","36245.3.6.7","45"
,,,"45 to 49 years","..","36245.3.6.8","70"
,,,"50 to 54 years","..","36245.3.6.9","60"
,,,"55 to 59 years","..","36245.3.6.10","45"
,,,"60 to 64 years","..","36245.3.6.11","25"
,,,"65 to 69 years","..","36245.3.6.12","10"
,,,"70 to 74 years","..","36245.3.6.13","10"
,,,"75 to 79 years","..","36245.3.6.14","0"
,,,"80 to 84 years","..","36245.3.6.15","0"
,,,"85 years and over","..","36245.3.6.16","0"
,,"Living common law - Divorced","Total - Age","..","36245.3.7.1","1,095"
,,,"15 to 19 years","..","36245.3.7.2","0"
,,,"20 to 24 years","..","36245.3.7.3","0"
,,,"25 to 29 years","..","36245.3.7.4","10"
,,,"30 to 34 years","..","36245.3.7.5","25"
,,,"35 to 39 years","..","36245.3.7.6","75"
,,,"40 to 44 years","..","36245.3.7.7","95"
,,,"45 to 49 years","..","36245.3.7.8","115"
,,,"50 to 54 years","..","36245.3.7.9","165"
,,,"55 to 59 years","..","36245.3.7.10","195"
,,,"60 to 64 years","..","36245.3.7.11","185"
,,,"65 to 69 years","..","36245.3.7.12","115"
,,,"70 to 74 years","..","36245.3.7.13","75"
,,,"75 to 79 years","..","36245.3.7.14","25"
,,,"80 to 84 years","..","36245.3.7.15","5"
,,,"85 years and over","..","36245.3.7.16","0"
,,"Living common law - Widowed","Total - Age","..","36245.3.8.1","215"
,,,"15 to 19 years","..","36245.3.8.2","0"
,,,"20 to 24 years","..","36245.3.8.3","0"
,,,"25 to 29 years","..","36245.3.8.4","0"
,,,"30 to 34 years","..","36245.3.8.5","0"
,,,"35 to 39 years","..","36245.3.8.6","0"
,,,"40 to 44 years","..","36245.3.8.7","5"
,,,"45 to 49 years","..","36245.3.8.8","10"
,,,"50 to 54 years","..","36245.3.8.9","20"
,,,"55 to 59 years","..","36245.3.8.10","35"
,,,"60 to 64 years","..","36245.3.8.11","40"
,,,"65 to 69 years","..","36245.3.8.12","35"
,,,"70 to 74 years","..","36245.3.8.13","30"
,,,"75 to 79 years","..","36245.3.8.14","25"
,,,"80 to 84 years","..","36245.3.8.15","10"
,,,"85 years and over","..","36245.3.8.16","10"
,,"Not married and not living common-law","Total - Age","..","36245.3.9.1","19,570"
,,,"15 to 19 years","..","36245.3.9.2","2,735"
,,,"20 to 24 years","..","36245.3.9.3","2,100"
,,,"25 to 29 years","..","36245.3.9.4","1,240"
,,,"30 to 34 years","..","36245.3.9.5","965"
,,,"35 to 39 years","..","36245.3.9.6","960"
,,,"40 to 44 years","..","36245.3.9.7","840"
,,,"45 to 49 years","..","36245.3.9.8","910"
,,,"50 to 54 years","..","36245.3.9.9","1,015"
,,,"55 to 59 years","..","36245.3.9.10","1,290"
,,,"60 to 64 years","..","36245.3.9.11","1,295"
,,,"65 to 69 years","..","36245.3.9.12","1,320"
,,,"70 to 74 years","..","36245.3.9.13","1,280"
,,,"75 to 79 years","..","36245.3.9.14","1,085"
,,,"80 to 84 years","..","36245.3.9.15","980"
,,,"85 years and over","..","36245.3.9.16","1,555"
,,"Not married and not living common law - Never married","Total - Age","..","36245.3.10.1","9,915"
,,,"15 to 19 years","..","36245.3.10.2","2,735"
,,,"20 to 24 years","..","36245.3.10.3","2,080"
,,,"25 to 29 years","..","36245.3.10.4","1,195"
,,,"30 to 34 years","..","36245.3.10.5","825"
,,,"35 to 39 years","..","36245.3.10.6","645"
,,,"40 to 44 years","..","36245.3.10.7","420"
,,,"45 to 49 years","..","36245.3.10.8","365"
,,,"50 to 54 years","..","36245.3.10.9","370"
,,,"55 to 59 years","..","36245.3.10.10","375"
,,,"60 to 64 years","..","36245.3.10.11","240"
,,,"65 to 69 years","..","36245.3.10.12","195"
,,,"70 to 74 years","..","36245.3.10.13","160"
,,,"75 to 79 years","..","36245.3.10.14","75"
,,,"80 to 84 years","..","36245.3.10.15","75"
,,,"85 years and over","..","36245.3.10.16","160"
,,"Not married and not living common law - Separated","Total - Age","..","36245.3.11.1","1,535"
,,,"15 to 19 years","..","36245.3.11.2","0"
,,,"20 to 24 years","..","36245.3.11.3","10"
,,,"25 to 29 years","..","36245.3.11.4","30"
,,,"30 to 34 years","..","36245.3.11.5","80"
,,,"35 to 39 years","..","36245.3.11.6","170"
,,,"40 to 44 years","..","36245.3.11.7","215"
,,,"45 to 49 years","..","36245.3.11.8","215"
,,,"50 to 54 years","..","36245.3.11.9","190"
,,,"55 to 59 years","..","36245.3.11.10","215"
,,,"60 to 64 years","..","36245.3.11.11","165"
,,,"65 to 69 years","..","36245.3.11.12","130"
,,,"70 to 74 years","..","36245.3.11.13","60"
,,,"75 to 79 years","..","36245.3.11.14","35"
,,,"80 to 84 years","..","36245.3.11.15","20"
,,,"85 years and over","..","36245.3.11.16","10"
,,"Not married and not living common law - Divorced","Total - Age","..","36245.3.12.1","3,255"
,,,"15 to 19 years","..","36245.3.12.2","0"
,,,"20 to 24 years","..","36245.3.12.3","5"
,,,"25 to 29 years","..","36245.3.12.4","10"
,,,"30 to 34 years","..","36245.3.12.5","55"
,,,"35 to 39 years","..","36245.3.12.6","130"
,,,"40 to 44 years","..","36245.3.12.7","185"
,,,"45 to 49 years","..","36245.3.12.8","290"
,,,"50 to 54 years","..","36245.3.12.9","375"
,,,"55 to 59 years","..","36245.3.12.10","500"
,,,"60 to 64 years","..","36245.3.12.11","520"
,,,"65 to 69 years","..","36245.3.12.12","480"
,,,"70 to 74 years","..","36245.3.12.13","355"
,,,"75 to 79 years","..","36245.3.12.14","190"
,,,"80 to 84 years","..","36245.3.12.15","105"
,,,"85 years and over","..","36245.3.12.16","70"
,,"Not married and not living common law - Widowed","Total - Age","..","36245.3.13.1","4,870"
,,,"15 to 19 years","..","36245.3.13.2","0"
,,,"20 to 24 years","..","36245.3.13.3","0"
,,,"25 to 29 years","..","36245.3.13.4","5"
,,,"30 to 34 years","..","36245.3.13.5","10"
,,,"35 to 39 years","..","36245.3.13.6","15"
,,,"40 to 44 years","..","36245.3.13.7","25"
,,,"45 to 49 years","..","36245.3.13.8","45"
,,,"50 to 54 years","..","36245.3.13.9","80"
,,,"55 to 59 years","..","36245.3.13.10","200"
,,,"60 to 64 years","..","36245.3.13.11","375"
,,,"65 to 69 years","..","36245.3.13.12","520"
,,,"70 to 74 years","..","36245.3.13.13","710"
,,,"75 to 79 years","..","36245.3.13.14","785"
,,,"80 to 84 years","..","36245.3.13.15","790"
,,,"85 years and over","..","36245.3.13.16","1,320"
"Essex i36517","Total - Gender","Total - Marital status","Total - Age","..","36517.1.1.1","354,050"
,,,"15 to 19 years","..","36517.1.1.2","25,845"
,,,"20 to 24 years","..","36517.1.1.3","27,560"
,,,"25 to 29 years","..","36517.1.1.4","27,630"
,,,"30 to 34 years","..","36517.1.1.5","25,360"
,,,"35 to 39 years","..","36517.1.1.6","24,445"
,,,"40 to 44 years","..","36517.1.1.7","24,990"
,,,"45 to 49 years","..","36517.1.1.8","26,940"
,,,"50 to 54 years","..","36517.1.1.9","28,490"
,,,"55 to 59 years","..","36517.1.1.10","31,305"
,,,"60 to 64 years","..","36517.1.1.11","29,870"
,,,"65 to 69 years","..","36517.1.1.12","25,410"
,,,"70 to 74 years","..","36517.1.1.13","21,645"
,,,"75 to 79 years","..","36517.1.1.14","14,565"
,,,"80 to 84 years","..","36517.1.1.15","9,785"
,,,"85 years and over","..","36517.1.1.16","10,220"
,,"Married or living common-law","Total - Age","..","36517.1.2.1","195,930"
,,,"15 to 19 years","..","36517.1.2.2","150"
,,,"20 to 24 years","..","36517.1.2.3","2,600"
,,,"25 to 29 years","..","36517.1.2.4","9,890"
,,,"30 to 34 years","..","36517.1.2.5","15,360"
,,,"35 to 39 years","..","36517.1.2.6","16,995"
,,,"40 to 44 years","..","36517.1.2.7","17,880"
,,,"45 to 49 years","..","36517.1.2.8","19,385"
,,,"50 to 54 years","..","36517.1.2.9","20,200"
,,,"55 to 59 years","..","36517.1.2.10","22,005"
,,,"60 to 64 years","..","36517.1.2.11","21,105"
,,,"65 to 69 years","..","36517.1.2.12","17,880"
,,,"70 to 74 years","..","36517.1.2.13","14,695"
,,,"75 to 79 years","..","36517.1.2.14","9,215"
,,,"80 to 84 years","..","36517.1.2.15","5,170"
,,,"85 years and over","..","36517.1.2.16","3,405"
,,"Married","Total - Age","..","36517.1.3.1","169,110"
,,,"15 to 19 years","..","36517.1.3.2","45"
,,,"20 to 24 years","..","36517.1.3.3","1,000"
,,,"25 to 29 years","..","36517.1.3.4","5,575"
,,,"30 to 34 years","..","36517.1.3.5","11,700"
,,,"35 to 39 years","..","36517.1.3.6","14,415"
,,,"40 to 44 years","..","36517.1.3.7","15,455"
,,,"45 to 49 years","..","36517.1.3.8","17,025"
,,,"50 to 54 years","..","36517.1.3.9","17,835"
,,,"55 to 59 years","..","36517.1.3.10","19,615"
,,,"60 to 64 years","..","36517.1.3.11","19,040"
,,,"65 to 69 years","..","36517.1.3.12","16,500"
,,,"70 to 74 years","..","36517.1.3.13","13,835"
,,,"75 to 79 years","..","36517.1.3.14","8,785"
,,,"80 to 84 years","..","36517.1.3.15","4,975"
,,,"85 years and over","..","36517.1.3.16","3,315"
,,"Living common-law","Total - Age","..","36517.1.4.1","26,820"
,,,"15 to 19 years","..","36517.1.4.2","105"
,,,"20 to 24 years","..","36517.1.4.3","1,595"
,,,"25 to 29 years","..","36517.1.4.4","4,315"
,,,"30 to 34 years","..","36517.1.4.5","3,660"
,,,"35 to 39 years","..","36517.1.4.6","2,580"
,,,"40 to 44 years","..","36517.1.4.7","2,425"
,,,"45 to 49 years","..","36517.1.4.8","2,360"
,,,"50 to 54 years","..","36517.1.4.9","2,365"
,,,"55 to 59 years","..","36517.1.4.10","2,390"
,,,"60 to 64 years","..","36517.1.4.11","2,070"
,,,"65 to 69 years","..","36517.1.4.12","1,375"
,,,"70 to 74 years","..","36517.1.4.13","860"
,,,"75 to 79 years","..","36517.1.4.14","425"
,,,"80 to 84 years","..","36517.1.4.15","190"
,,,"85 years and over","..","36517.1.4.16","85"
,,"Living common law - Never married","Total - Age","..","36517.1.5.1","17,615"
,,,"15 to 19 years","..","36517.1.5.2","105"
,,,"20 to 24 years","..","36517.1.5.3","1,595"
,,,"25 to 29 years","..","36517.1.5.4","4,245"
,,,"30 to 34 years","..","36517.1.5.5","3,430"
,,,"35 to 39 years","..","36517.1.5.6","2,060"
,,,"40 to 44 years","..","36517.1.5.7","1,655"
,,,"45 to 49 years","..","36517.1.5.8","1,255"
,,,"50 to 54 years","..","36517.1.5.9","1,045"
,,,"55 to 59 years","..","36517.1.5.10","935"
,,,"60 to 64 years","..","36517.1.5.11","625"
,,,"65 to 69 years","..","36517.1.5.12","360"
,,,"70 to 74 years","..","36517.1.5.13","180"
,,,"75 to 79 years","..","36517.1.5.14","75"
,,,"80 to 84 years","..","36517.1.5.15","40"
,,,"85 years and over","..","36517.1.5.16","20"
,,"Living common law - Separated","Total - Age","..","36517.1.6.1","1,540"
,,,"15 to 19 years","..","36517.1.6.2","0"
,,,"20 to 24 years","..","36517.1.6.3","5"
,,,"25 to 29 years","..","36517.1.6.4","25"
,,,"30 to 34 years","..","36517.1.6.5","80"
,,,"35 to 39 years","..","36517.1.6.6","160"
,,,"40 to 44 years","..","36517.1.6.7","190"
,,,"45 to 49 years","..","36517.1.6.8","250"
,,,"50 to 54 years","..","36517.1.6.9","225"
,,,"55 to 59 years","..","36517.1.6.10","230"
,,,"60 to 64 years","..","36517.1.6.11","185"
,,,"65 to 69 years","..","36517.1.6.12","95"
,,,"70 to 74 years","..","36517.1.6.13","55"
,,,"75 to 79 years","..","36517.1.6.14","25"
,,,"80 to 84 years","..","36517.1.6.15","15"
,,,"85 years and over","..","36517.1.6.16","5"
,,"Living common law - Divorced","Total - Age","..","36517.1.7.1","6,765"
,,,"15 to 19 years","..","36517.1.7.2","0"
,,,"20 to 24 years","..","36517.1.7.3","5"
,,,"25 to 29 years","..","36517.1.7.4","40"
,,,"30 to 34 years","..","36517.1.7.5","150"
,,,"35 to 39 years","..","36517.1.7.6","350"
,,,"40 to 44 years","..","36517.1.7.7","560"
,,,"45 to 49 years","..","36517.1.7.8","820"
,,,"50 to 54 years","..","36517.1.7.9","1,035"
,,,"55 to 59 years","..","36517.1.7.10","1,125"
,,,"60 to 64 years","..","36517.1.7.11","1,110"
,,,"65 to 69 years","..","36517.1.7.12","775"
,,,"70 to 74 years","..","36517.1.7.13","475"
,,,"75 to 79 years","..","36517.1.7.14","220"
,,,"80 to 84 years","..","36517.1.7.15","80"
,,,"85 years and over","..","36517.1.7.16","25"
,,"Living common law - Widowed","Total - Age","..","36517.1.8.1","900"
,,,"15 to 19 years","..","36517.1.8.2","0"
,,,"20 to 24 years","..","36517.1.8.3","0"
,,,"25 to 29 years","..","36517.1.8.4","0"
,,,"30 to 34 years","..","36517.1.8.5","0"
,,,"35 to 39 years","..","36517.1.8.6","5"
,,,"40 to 44 years","..","36517.1.8.7","20"
,,,"45 to 49 years","..","36517.1.8.8","40"
,,,"50 to 54 years","..","36517.1.8.9","65"
,,,"55 to 59 years","..","36517.1.8.10","105"
,,,"60 to 64 years","..","36517.1.8.11","155"
,,,"65 to 69 years","..","36517.1.8.12","150"
,,,"70 to 74 years","..","36517.1.8.13","145"
,,,"75 to 79 years","..","36517.1.8.14","115"
,,,"80 to 84 years","..","36517.1.8.15","70"
,,,"85 years and over","..","36517.1.8.16","40"
,,"Not married and not living common-law","Total - Age","..","36517.1.9.1","158,120"
,,,"15 to 19 years","..","36517.1.9.2","25,695"
,,,"20 to 24 years","..","36517.1.9.3","24,960"
,,,"25 to 29 years","..","36517.1.9.4","17,740"
,,,"30 to 34 years","..","36517.1.9.5","10,000"
,,,"35 to 39 years","..","36517.1.9.6","7,450"
,,,"40 to 44 years","..","36517.1.9.7","7,110"
,,,"45 to 49 years","..","36517.1.9.8","7,550"
,,,"50 to 54 years","..","36517.1.9.9","8,290"
,,,"55 to 59 years","..","36517.1.9.10","9,300"
,,,"60 to 64 years","..","36517.1.9.11","8,760"
,,,"65 to 69 years","..","36517.1.9.12","7,530"
,,,"70 to 74 years","..","36517.1.9.13","6,945"
,,,"75 to 79 years","..","36517.1.9.14","5,355"
,,,"80 to 84 years","..","36517.1.9.15","4,615"
,,,"85 years and over","..","36517.1.9.16","6,815"
,,"Not married and not living common law - Never married","Total - Age","..","36517.1.10.1","104,210"
,,,"15 to 19 years","..","36517.1.10.2","25,695"
,,,"20 to 24 years","..","36517.1.10.3","24,875"
,,,"25 to 29 years","..","36517.1.10.4","17,370"
,,,"30 to 34 years","..","36517.1.10.5","9,055"
,,,"35 to 39 years","..","36517.1.10.6","5,660"
,,,"40 to 44 years","..","36517.1.10.7","4,355"
,,,"45 to 49 years","..","36517.1.10.8","3,730"
,,,"50 to 54 years","..","36517.1.10.9","3,440"
,,,"55 to 59 years","..","36517.1.10.10","3,335"
,,,"60 to 64 years","..","36517.1.10.11","2,665"
,,,"65 to 69 years","..","36517.1.10.12","1,795"
,,,"70 to 74 years","..","36517.1.10.13","1,060"
,,,"75 to 79 years","..","36517.1.10.14","535"
,,,"80 to 84 years","..","36517.1.10.15","320"
,,,"85 years and over","..","36517.1.10.16","315"
,,"Not married and not living common law - Separated","Total - Age","..","36517.1.11.1","9,895"
,,,"15 to 19 years","..","36517.1.11.2","0"
